level,title,start_page,end_page,parent_chapter,major_chapter
5,Add and Subtract Arrays of Numerical Data Types,9233,9233,Array [SimTalk] - data type,12. SimTalk Reference
5,Compare Arrays of Different Data Types,9234,9234,Array [SimTalk] - data type,12. SimTalk Reference
5,Methods and Attributes of Arrays,9235,9269,Array [SimTalk] - data type,12. SimTalk Reference
6,Methods and Attributes of Arrays,9235,9235,Methods and Attributes of Arrays,12. SimTalk Reference
6,append [SimTalk] - array,9236,9236,Methods and Attributes of Arrays,12. SimTalk Reference
6,appendArray [SimTalk],9237,9237,Methods and Attributes of Arrays,12. SimTalk Reference
6,appendValueOfType [SimTalk],9238,9239,Methods and Attributes of Arrays,12. SimTalk Reference
6,asAny [SimTalk],9240,9241,Methods and Attributes of Arrays,12. SimTalk Reference
6,contains [SimTalk] - array,9242,9242,Methods and Attributes of Arrays,12. SimTalk Reference
6,copyFromList [SimTalk],9243,9243,Methods and Attributes of Arrays,12. SimTalk Reference
6,copyFromTable [SimTalk],9244,9244,Methods and Attributes of Arrays,12. SimTalk Reference
6,copyFromTableColumn [SimTalk],9245,9245,Methods and Attributes of Arrays,12. SimTalk Reference
6,copyToList [SimTalk],9246,9246,Methods and Attributes of Arrays,12. SimTalk Reference
6,copyToTable [SimTalk],9247,9247,Methods and Attributes of Arrays,12. SimTalk Reference
6,copyToTableColumn [SimTalk] - array,9248,9248,Methods and Attributes of Arrays,12. SimTalk Reference
6,delete [SimTalk] - array,9249,9249,Methods and Attributes of Arrays,12. SimTalk Reference
6,deleteValue [SimTalk],9250,9250,Methods and Attributes of Arrays,12. SimTalk Reference
6,Dim [SimTalk] - array,9251,9251,Methods and Attributes of Arrays,12. SimTalk Reference
6,Empty [SimTalk] - array,9252,9252,Methods and Attributes of Arrays,12. SimTalk Reference
6,find [SimTalk] - array,9253,9253,Methods and Attributes of Arrays,12. SimTalk Reference
6,getValueOfType [SimTalk],9254,9255,Methods and Attributes of Arrays,12. SimTalk Reference
6,insert [SimTalk] - array,9256,9256,Methods and Attributes of Arrays,12. SimTalk Reference
6,join [SimTalk],9257,9257,Methods and Attributes of Arrays,12. SimTalk Reference
6,Magnitude [SimTalk],9258,9258,Methods and Attributes of Arrays,12. SimTalk Reference
6,max [SimTalk] - array,9259,9259,Methods and Attributes of Arrays,12. SimTalk Reference
6,min [SimTalk] - array,9260,9260,Methods and Attributes of Arrays,12. SimTalk Reference
6,normalize [SimTalk],9261,9261,Methods and Attributes of Arrays,12. SimTalk Reference
6,pop [SimTalk] - array,9262,9262,Methods and Attributes of Arrays,12. SimTalk Reference
6,sort [SimTalk] - array,9263,9263,Methods and Attributes of Arrays,12. SimTalk Reference
6,sum [SimTalk] - array,9264,9264,Methods and Attributes of Arrays,12. SimTalk Reference
6,X [SimTalk] - array,9265,9265,Methods and Attributes of Arrays,12. SimTalk Reference
6,xDim [SimTalk] - array,9266,9266,Methods and Attributes of Arrays,12. SimTalk Reference
6,Y [SimTalk] - array,9267,9267,Methods and Attributes of Arrays,12. SimTalk Reference
6,yDim [SimTalk] - array,9268,9268,Methods and Attributes of Arrays,12. SimTalk Reference
6,Z [SimTalk] - array,9269,9269,Methods and Attributes of Arrays,12. SimTalk Reference
4,Boolean [SimTalk] - data type,9270,9270,Data Types,12. SimTalk Reference
4,Date [SimTalk] - data type,9271,9271,Data Types,12. SimTalk Reference
4,DateTime [SimTalk] - data type,9272,9272,Data Types,12. SimTalk Reference
4,Integer [SimTalk] - data type,9273,9273,Data Types,12. SimTalk Reference
4,JSON [SimTalk] - data type,9273,9291,Data Types,12. SimTalk Reference
5,JSON [SimTalk] - data type,9273,9274,JSON [SimTalk] - data type,12. SimTalk Reference
5,JSON Literals,9275,9275,JSON [SimTalk] - data type,12. SimTalk Reference
5,Elements of Data Type Object in JSON Variables,9276,9276,JSON [SimTalk] - data type,12. SimTalk Reference
5,Methods and Attributes of JSON,9276,9291,JSON [SimTalk] - data type,12. SimTalk Reference
6,_Methods and Attributes of JSON,9276,9277,Methods and Attributes of JSON,12. SimTalk Reference
6,asString [SimTalk] - JSON,9278,9278,Methods and Attributes of JSON,12. SimTalk Reference
6,contains [SimTalk] - JSON,9279,9279,Methods and Attributes of JSON,12. SimTalk Reference
6,copy [SimTalk] - JSON,9280,9280,Methods and Attributes of JSON,12. SimTalk Reference
6,copyToTableColumn [SimTalk] - JSON,9281,9281,Methods and Attributes of JSON,12. SimTalk Reference
6,copyToTableRow [SimTalk] - JSON,9282,9282,Methods and Attributes of JSON,12. SimTalk Reference
6,delete [SimTalk] - JSON,9283,9283,Methods and Attributes of JSON,12. SimTalk Reference
6,Dim [SimTalk] - JSON,9284,9284,Methods and Attributes of JSON,12. SimTalk Reference
6,getOrCreateJSON [SimTalk],9285,9286,Methods and Attributes of JSON,12. SimTalk Reference
6,parse [SimTalk],9287,9288,Methods and Attributes of JSON,12. SimTalk Reference
6,readFile [SimTalk] - JSON,9289,9289,Methods and Attributes of JSON,12. SimTalk Reference
6,unshareAndDelete [SimTalk],9290,9290,Methods and Attributes of JSON,12. SimTalk Reference
6,writeFile [SimTalk] - JSON,9291,9291,Methods and Attributes of JSON,12. SimTalk Reference
4,Length [SimTalk] - data type,9292,9292,Data Types,12. SimTalk Reference
4,List [SimTalk] - data type,9293,9293,Data Types,12. SimTalk Reference
4,Method [SimTalk] - data type,9294,9295,Data Types,12. SimTalk Reference
4,Object [SimTalk] - data type,9296,9297,Data Types,12. SimTalk Reference
4,Queue [SimTalk] - data type,9298,9298,Data Types,12. SimTalk Reference
4,Real [SimTalk] - data type,9299,9300,Data Types,12. SimTalk Reference
4,Speed [SimTalk] - data type,9301,9301,Data Types,12. SimTalk Reference
4,Stack [SimTalk] - data type,9302,9302,Data Types,12. SimTalk Reference
4,String [SimTalk] - data type,9303,9303,Data Types,12. SimTalk Reference
4,Table [SimTalk] - data type,9304,9304,Data Types,12. SimTalk Reference
4,Time [SimTalk] - data type,9305,9305,Data Types,12. SimTalk Reference
4,Weight [SimTalk] - data type,9306,9306,Data Types,12. SimTalk Reference
4,Instantiating Local Lists and Tables,9306,9309,Data Types,12. SimTalk Reference
5,Instantiating Local Lists and Tables,9306,9306,Instantiating Local Lists and Tables,12. SimTalk Reference
5,create [SimTalk] - local list,9307,9307,Instantiating Local Lists and Tables,12. SimTalk Reference
5,createNestedList [SimTalk] - local variable,9308,9309,Instantiating Local Lists and Tables,12. SimTalk Reference
4,Converting Data Types,9310,9310,Data Types,12. SimTalk Reference
3,Operators and Expressions,9311,9332,General Access to SimTalk,12. SimTalk Reference
4,Operators and Expressions,9311,9311,Operators and Expressions,12. SimTalk Reference
4,Arithmetic Operators,9312,9313,Operators and Expressions,12. SimTalk Reference
4,Relational Operators,9314,9317,Operators and Expressions,12. SimTalk Reference
4,The Logical Operators AND and OR,9318,9319,Operators and Expressions,12. SimTalk Reference
4,The Logical Operator NOT,9320,9320,Operators and Expressions,12. SimTalk Reference
4,Assignment Operators,9320,9324,Operators and Expressions,12. SimTalk Reference
5,Assignment Operators,9320,9320,Assignment Operators,12. SimTalk Reference
5,:= [SimTalk] - assignment operator,9320,9321,Assignment Operators,12. SimTalk Reference
5,& [SimTalk] - reference operator,9322,9323,Assignment Operators,12. SimTalk Reference
5,byref [SimTalk] - reference operator,9324,9324,Assignment Operators,12. SimTalk Reference
5,void [SimTalk] - variable,9325,9325,Assignment Operators,12. SimTalk Reference
4,Compatibility of Data Types,9325,9332,Operators and Expressions,12. SimTalk Reference
5,Compatibility of Data Types,9325,9326,Compatibility of Data Types,12. SimTalk Reference
5,Compatibility When Assigning a Data Type,9327,9327,Compatibility of Data Types,12. SimTalk Reference
5,Compatibility When Adding Values,9328,9328,Compatibility of Data Types,12. SimTalk Reference
5,Compatibility When Subtracting Values,9329,9329,Compatibility of Data Types,12. SimTalk Reference
5,Compatibility When Multiplying Values,9330,9330,Compatibility of Data Types,12. SimTalk Reference
5,Compatibility When Dividing Values,9331,9331,Compatibility of Data Types,12. SimTalk Reference
5,Compatibility of the Data Type string,9332,9332,Compatibility of Data Types,12. SimTalk Reference
4,Precedence,9333,9333,Operators and Expressions,12. SimTalk Reference
3,Control Flow Statements,9333,9369,General Access to SimTalk,12. SimTalk Reference
4,Control Flow Statements,9333,9334,Control Flow Statements,12. SimTalk Reference
4,Branching with if-else-end,9335,9336,Control Flow Statements,12. SimTalk Reference
4,Multiple Branching with if-elseif-end,9337,9337,Control Flow Statements,12. SimTalk Reference
4,Conditional Expressions with when-then-else,9338,9338,Control Flow Statements,12. SimTalk Reference
4,Check for a Large Amount of Different Values with switch [SimTalk],9339,9340,Control Flow Statements,12. SimTalk Reference
4,Loops,9341,9346,Control Flow Statements,12. SimTalk Reference
5,Loops [SimTalk],9341,9342,Loops,12. SimTalk Reference
5,while loop [SimTalk],9343,9343,Loops,12. SimTalk Reference
5,repeat loop [SimTalk],9344,9344,Loops,12. SimTalk Reference
5,for loop [SimTalk],9345,9346,Loops,12. SimTalk Reference
5,Exit a Loop with exitLoop,9347,9347,Loops,12. SimTalk Reference
4,Suspending Methods,9347,9366,Control Flow Statements,12. SimTalk Reference
5,Suspending Methods,9347,9349,Suspending Methods,12. SimTalk Reference
5,waituntil and stopuntil,9350,9363,Suspending Methods,12. SimTalk Reference
6,waituntil [SimTalk] and stopuntil [SimTalk],9350,9353,waituntil and stopuntil,12. SimTalk Reference
6,Condition [SimTalk],9354,9355,waituntil and stopuntil,12. SimTalk Reference
6,Priority [method execution],9356,9356,waituntil and stopuntil,12. SimTalk Reference
6,Interrupting Method Execution with Wait,9357,9358,waituntil and stopuntil,12. SimTalk Reference
6,Time Limitation for Waituntil and Stopuntil,9359,9359,waituntil and stopuntil,12. SimTalk Reference
6,Reactivating Methods,9359,9363,waituntil and stopuntil,12. SimTalk Reference
7,Waking up Methods,9359,9360,Reactivating Methods,12. SimTalk Reference
7,Simultaneously Waking up Several Methods,9361,9361,Reactivating Methods,12. SimTalk Reference
7,Simultaneously Waking up Several Methods with waituntil,9362,9362,Reactivating Methods,12. SimTalk Reference
7,Simultaneously Waking up Several Methods with stopuntil,9363,9363,Reactivating Methods,12. SimTalk Reference
5,Watchable Values,9364,9366,Suspending Methods,12. SimTalk Reference
4,Exiting Methods with the Keyword return,9367,9367,Control Flow Statements,12. SimTalk Reference
4,Error Handling,9368,9369,Control Flow Statements,12. SimTalk Reference
3,Predefined Functions,9370,9743,General Access to SimTalk,12. SimTalk Reference
4,Predefined Functions,9370,9370,Predefined Functions,12. SimTalk Reference
4,Operating System Functions,9370,9393,Predefined Functions,12. SimTalk Reference
5,_Operating System Functions,9370,9370,Operating System Functions,12. SimTalk Reference
5,availableMemory [SimTalk],9371,9371,Operating System Functions,12. SimTalk Reference
5,browseForFolder [SimTalk],9372,9372,Operating System Functions,12. SimTalk Reference
5,copyFile [SimTalk],9373,9373,Operating System Functions,12. SimTalk Reference
5,copyObjectsToClipboard [SimTalk],9374,9374,Operating System Functions,12. SimTalk Reference
5,copyTextToClipboard [SimTalk],9375,9375,Operating System Functions,12. SimTalk Reference
5,getApplicationProcessID [SimTalk],9376,9376,Operating System Functions,12. SimTalk Reference
5,getCurrentDirectory [SimTalk],9377,9377,Operating System Functions,12. SimTalk Reference
5,getEnv [SimTalk],9378,9378,Operating System Functions,12. SimTalk Reference
5,getFilesOfFolder [SimTalk],9379,9379,Operating System Functions,12. SimTalk Reference
5,getRegistry [SimTalk],9380,9380,Operating System Functions,12. SimTalk Reference
5,getTextFromClipboard [SimTalk],9381,9381,Operating System Functions,12. SimTalk Reference
5,selectFileForOpen [SimTalk],9382,9383,Operating System Functions,12. SimTalk Reference
5,selectFileForSave [SimTalk],9384,9385,Operating System Functions,12. SimTalk Reference
5,setCodePage [SimTalk],9386,9386,Operating System Functions,12. SimTalk Reference
5,setCurrentDirectory [SimTalk],9387,9387,Operating System Functions,12. SimTalk Reference
5,setEnv [SimTalk],9388,9388,Operating System Functions,12. SimTalk Reference
5,SHGetKnownFolderPath [SimTalk],9389,9389,Operating System Functions,12. SimTalk Reference
5,sleep [SimTalk],9390,9390,Operating System Functions,12. SimTalk Reference
5,startExtProc [SimTalk],9391,9392,Operating System Functions,12. SimTalk Reference
5,system [SimTalk],9393,9393,Operating System Functions,12. SimTalk Reference
4,Mathematical Functions,9394,9417,Predefined Functions,12. SimTalk Reference
5,Mathematical Functions,9394,9394,Mathematical Functions,12. SimTalk Reference
5,Basic Mathematical Functions,9395,9396,Mathematical Functions,12. SimTalk Reference
5,Functions for Numerical Values,9397,9397,Mathematical Functions,12. SimTalk Reference
5,Trigonometric Functions,9398,9398,Mathematical Functions,12. SimTalk Reference
6,Trigonometric Functions,9398,9398,Trigonometric Functions,12. SimTalk Reference
6,atan2 [SimTalk],9398,9398,Trigonometric Functions,12. SimTalk Reference
5,Distribution Functions,9399,9417,Mathematical Functions,12. SimTalk Reference
6,"Distribution Functions, z_ functions",9399,9402,Distribution Functions,12. SimTalk Reference
6,"Cauchy [distribution], z_cauchy [SimTalk]",9403,9404,Distribution Functions,12. SimTalk Reference
6,"Fréchet [distribution], z_frechet [SimTalk]",9405,9406,Distribution Functions,12. SimTalk Reference
6,"Gumbel [distribution], z_gumbel [SimTalk]",9407,9408,Distribution Functions,12. SimTalk Reference
6,"Laplace [distribution], z_laplace [SimTalk]",9409,9410,Distribution Functions,12. SimTalk Reference
6,"Logistic [distribution], z_logistic [SimTalk]",9411,9412,Distribution Functions,12. SimTalk Reference
6,"Loglogistic [distribution], z_loglogistic [SimTalk]",9413,9414,Distribution Functions,12. SimTalk Reference
6,"Paralogistic [distribution], z_paralogistic [SimTalk]",9415,9416,Distribution Functions,12. SimTalk Reference
6,"Pareto [distribution], z_pareto [SimTalk]",9417,9417,Distribution Functions,12. SimTalk Reference
4,Functions for Manipulating Individual Bits,9418,9424,Predefined Functions,12. SimTalk Reference
5,Functions for Manipulating Individual Bits,9418,9418,Functions for Manipulating Individual Bits,12. SimTalk Reference
5,BitAND [SimTalk],9419,9419,Functions for Manipulating Individual Bits,12. SimTalk Reference
5,BitClear [SimTalk],9420,9420,Functions for Manipulating Individual Bits,12. SimTalk Reference
5,BitOR [SimTalk],9421,9421,Functions for Manipulating Individual Bits,12. SimTalk Reference
5,BitSet [SimTalk],9422,9422,Functions for Manipulating Individual Bits,12. SimTalk Reference
5,BitShift [SimTalk],9423,9423,Functions for Manipulating Individual Bits,12. SimTalk Reference
5,BitTest [SimTalk],9424,9424,Functions for Manipulating Individual Bits,12. SimTalk Reference
5,BitXOR [SimTalk],9425,9425,Functions for Manipulating Individual Bits,12. SimTalk Reference
4,Functions for Manipulating Strings,9425,9450,Predefined Functions,12. SimTalk Reference
5,Functions for Editing Variables of Data Type String,9425,9425,Functions for Manipulating Strings,12. SimTalk Reference
5,regex_replace [SimTalk],9426,9427,Functions for Manipulating Strings,12. SimTalk Reference
5,regex_search [SimTalk],9428,9431,Functions for Manipulating Strings,12. SimTalk Reference
5,regex_search2 [SimTalk],9432,9433,Functions for Manipulating Strings,12. SimTalk Reference
5,splitString [SimTalk],9434,9435,Functions for Manipulating Strings,12. SimTalk Reference
